id,attributions,primaryTypeDisplayName,containingPlaces,internationalPhoneNumber,placesWebsiteUri,editorialSummary,regularOpeningHours,utcOffsetMinutes,priceLevel,priceRange,rating,userRatingCount
ChIJqyQigITvmUcRH53hnYXytbw,,"{'text': 'Restaurant', 'languageCode': 'en'}",,+49 7071 31900,https://www.restaurant-tajtandoori.de/,,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 30}, 'close': {'day': 1, 'hour': 14, 'minute': 0}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 30}, 'close': {'day': 3, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 30}, 'close': {'day': 4, 'hour': 14, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 30}, 'close': {'day': 5, 'hour': 14, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 30}, 'close': {'day': 6, 'hour': 14, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2024-12-18T10:30:00Z'}",60,,"{'startPrice': {'currencyCode': 'EUR', 'units': '20'}, 'endPrice': {'currencyCode': 'EUR', 'units': '30'}}",4.4,5.0
ChIJ__8LtM78mUcRcAT-4qM_S-w,,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",,+49 7073 1839839,,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM'], 'nextCloseTime': '2024-12-18T20:00:00Z'}",60,PRICE_LEVEL_INEXPENSIVE,"{'startPrice': {'currencyCode': 'EUR', 'units': '1'}, 'endPrice': {'currencyCode': 'EUR', 'units': '10'}}",4.5,256.0
ChIJSzCy1M38mUcRVWSmSvdyhrM,,"{'text': 'Italian restaurant', 'languageCode': 'en'}",,+49 7073 6567,https://www.pizzeria-da-roberto.de/,,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 30}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2024-12-18T16:00:00Z'}",60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",4.2,344.0
ChIJYaIpZrT8mUcR_skNcYIxOvE,,"{'text': 'Hotel', 'languageCode': 'en'}",,+49 7073 91820,http://www.lamm-tuebingen.de/,"{'text': 'Unpretentious lodging offering free breakfast, plus a rustic restaurant & a distillery.', 'languageCode': 'en'}",,60,,,4.2,106.0
ChIJJwv_GjX7mUcRBqUKy2UwLVo,,"{'text': 'Restaurant', 'languageCode': 'en'}",,+49 7071 94410,http://www.hotel-restaurant-kreuzberg.de/,"{'text': 'Modest hotel offering low-key quarters with free breakfast & Wi-Fi, plus a casual restaurant.', 'languageCode': 'en'}","{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 30}, 'close': {'day': 0, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 30}, 'close': {'day': 3, 'hour': 13, 'minute': 30}}, {'open': {'day': 3, 'hour': 17, 'minute': 30}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 30}, 'close': {'day': 4, 'hour': 13, 'minute': 30}}, {'open': {'day': 4, 'hour': 17, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 30}, 'close': {'day': 5, 'hour': 13, 'minute': 30}}, {'open': {'day': 5, 'hour': 17, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 30}, 'close': {'day': 6, 'hour': 13, 'minute': 30}}, {'open': {'day': 6, 'hour': 17, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20092:00\u202fPM'], 'nextOpenTime': '2024-12-18T10:30:00Z'}",60,PRICE_LEVEL_MODERATE,,4.5,239.0
ChIJjX6b37j7mUcR76qIt43y1mY,,"{'text': 'Takeout restaurant', 'languageCode': 'en'}","[{'name': 'places/ChIJ083ZwSv7mUcRuo6xrYYR_ZU', 'id': 'ChIJ083ZwSv7mUcRuo6xrYYR_ZU'}]",+49 221 6699360,https://www.eathappy.de/standorte/?q=72070,,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: Closed'], 'nextCloseTime': '2024-12-18T23:00:00Z'}",60,,,4.5,13.0
ChIJP_9lmxz7mUcRelv5YnPMnH8,,"{'text': 'Pizza restaurant', 'languageCode': 'en'}",,+49 7071 407777,https://www.dominos.de/filiale/de-tbingennord-33835,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM'], 'nextCloseTime': '2024-12-18T22:00:00Z'}",60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",2.9,64.0
ChIJe9Db17D7mUcRlW40zvrs5Jc,,"{'text': 'Restaurant', 'languageCode': 'en'}",,+49 7071 8559578,,,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 13, 'minute': 0}, 'close': {'day': 1, 'hour': 1, 'minute': 0}}, {'open': {'day': 2, 'hour': 13, 'minute': 0}, 'close': {'day': 3, 'hour': 1, 'minute': 0}}, {'open': {'day': 3, 'hour': 13, 'minute': 0}, 'close': {'day': 4, 'hour': 1, 'minute': 0}}, {'open': {'day': 4, 'hour': 13, 'minute': 0}, 'close': {'day': 5, 'hour': 1, 'minute': 0}}, {'open': {'day': 5, 'hour': 13, 'minute': 0}, 'close': {'day': 6, 'hour': 1, 'minute': 0}}, {'open': {'day': 6, 'hour': 13, 'minute': 0}, 'close': {'day': 0, 'hour': 1, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 1:00\u202fPM\u2009–\u20091:00\u202fAM'], 'nextOpenTime': '2024-12-18T12:00:00Z'}",60,PRICE_LEVEL_INEXPENSIVE,,4.6,108.0
ChIJsdMa-Mv5mUcRXIWM1xoh7OU,,"{'text': 'Meal delivery', 'languageCode': 'en'}",,+49 7071 8557988,https://pizzak.simplywebshop.de/storedata/listStore,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2024-12-18T21:00:00Z'}",60,,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",4.4,148.0
ChIJ2RLhhi37mUcR3Ib6lzocwd4,,"{'text': 'Bakery', 'languageCode': 'en'}",,+49 7071 94880,http://www.baeckerei-gehr.de/,,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 30}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 13, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed'], 'nextCloseTime': '2024-12-18T17:00:00Z'}",60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '1'}, 'endPrice': {'currencyCode': 'EUR', 'units': '10'}}",4.4,192.0
ChIJ08MPzIj7mUcRScn8KV8J5JQ,,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",,+49 7071 8555040,http://laflafs.de/,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2024-12-18T20:00:00Z'}",60,,"{'startPrice': {'currencyCode': 'EUR', 'units': '1'}, 'endPrice': {'currencyCode': 'EUR', 'units': '10'}}",4.7,325.0
ChIJS-F3I9v7mUcR3LEzf9zMT3Q,,"{'text': 'Greek restaurant', 'languageCode': 'en'}",,+49 7071 5667112,https://olive-taverne-de.jimdofree.com/,,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed'], 'nextCloseTime': '2024-12-18T22:00:00Z'}",60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '20'}, 'endPrice': {'currencyCode': 'EUR', 'units': '30'}}",4.3,513.0
ChIJc-huVdT6mUcR81h3AxKXJVw,,"{'text': 'Restaurant', 'languageCode': 'en'}",,,https://www.gasthaus-baeren.com/,"{'text': 'Cozy restaurant offering Swabian cuisine & small plates in a classically furnished dining room.', 'languageCode': 'en'}",,60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",4.4,1372.0
ChIJvRZrMCv7mUcRVFhflbgx6fU,,"{'text': 'Asian restaurant', 'languageCode': 'en'}",,+49 7071 946194,http://www.china-thai-wok.de/,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: Closed', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2024-12-18T21:00:00Z'}",60,PRICE_LEVEL_INEXPENSIVE,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",4.4,422.0
ChIJKaszZ9T6mUcR8N35L-N12yE,,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",,+49 7071 24902,,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:30\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2024-12-18T21:00:00Z'}",60,PRICE_LEVEL_INEXPENSIVE,"{'startPrice': {'currencyCode': 'EUR', 'units': '1'}, 'endPrice': {'currencyCode': 'EUR', 'units': '10'}}",4.0,883.0
ChIJvXdF6ir7mUcRN0DV2i7M_6A,,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",,+49 7071 858340,,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2024-12-18T22:00:00Z'}",60,PRICE_LEVEL_INEXPENSIVE,"{'startPrice': {'currencyCode': 'EUR', 'units': '1'}, 'endPrice': {'currencyCode': 'EUR', 'units': '10'}}",4.0,393.0
ChIJAX3cZNT6mUcRZt1F8PcjdsQ,,"{'text': 'Cafe', 'languageCode': 'en'}",,+49 7071 24134,http://www.cafe-im-hirsch.de/,,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 18, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM'], 'nextCloseTime': '2024-12-18T17:00:00Z'}",60,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'EUR', 'units': '10'}, 'endPrice': {'currencyCode': 'EUR', 'units': '20'}}",4.2,417.0
